StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q250_First Click,Q250_Last Click,Q250_Page Submit,Q250_Click Count,Qconsent,Qgender,Qbirth,QSEC,QEdu,QPension,Qpartner,Qbirthpartner,Qunderage,Qmotherdied,Qfatherdied,Qadvice,Qplanadvice,Qplan,Qplan_7_TEXT,Qknowmodes_1,Qknowmodes_3,Qknowmodes_4,QdifRVI_RP,QknowAPF_1,QknowAPF_2,QknowAPF_3,QknowAPF_4,QknowAPF_5,QknowAPF_6,QknowCS_3,QknowCS_4,QknowCS_5,QknowCS_6,QknowCS_7,QknowCS_8,QknowCS_9,QknowCS_10,QknowCS_11,QknowCS_12,QknowCS_13,QknowCS_14,QknowCS_15,QknowCS_16,QknowCS_17,Q200_First Click,Q200_Last Click,Q200_Page Submit,Q200_Click Count,Qreadingcomp1,Qreadingcomp2,Qreadingcomp3,Q201_First Click,Q201_Last Click,Q201_Page Submit,Q201_Click Count,Qtime2_First Click,Qtime2_Last Click,Qtime2_Page Submit,Qtime2_Click Count,Qtime3_First Click,Qtime3_Last Click,Qtime3_Page Submit,Qtime3_Click Count,Qtime4_First Click,Qtime4_Last Click,Qtime4_Page Submit,Qtime4_Click Count,Qtime5_First Click,Qtime5_Last Click,Qtime5_Page Submit,Qtime5_Click Count,Qtime6_First Click,Qtime6_Last Click,Qtime6_Page Submit,Qtime6_Click Count,Qthink,Qprofileselect,Qprofileselect_7_TEXT,Qmodeorder_1,Qmodeorder_2,Qmodeorder_3,Qmodeorder_4,QPG,Qt1,QtimeV1_First Click,QtimeV1_Last Click,QtimeV1_Page Submit,QtimeV1_Click Count,Qt2,QtimeV2_First Click,QtimeV2_Last Click,QtimeV2_Page Submit,QtimeV2_Click Count,Qhealth_1,Qhealth_4,Qhealth_5,Qhealth_6,Qhealth_7,Qhealth_8,Q207,Q239,Q208,Q209,Q210,Q211,Q212,Q213,Q214,Q215,Q216,Q217,Q218,Q219,Q220,Q221,Q222,Q223,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233,Q234,Q235,Q236,Q237,Qmath1,Qmath2,Qmath3,Qmath4,Qmath5,Qrisk,Q240,Q241_1,Q241_2,Q241_3,Q241_4,Q241_5,Q241_6,SC0,Potsize,PotsizeK,Drawdown,tic,Q_TotalDuration,genderQ,econQ,mode1Q,mode2Q,pgQ,Treatment1,Treatment2,idQualtrics,genderBlock,incomeBlock,educationBlock,total_reward,risk_q_reward,treat1_reward,treat2_reward,treatment1,treatment2,clickedV1,clickedV2,PC,age_screen,name1,name2,name3,name4,name5,name6,pn1,Pn1,hn1,Hn1,verb1,verb2,verb3,noun1,clicked,pay10,pay11,pay12,pay13,pay14,pay15,pay16,pay17,pay18,pay19,pay110,pay111,pay112,pay113,pay114,pay115,pay21,pay22,pay23,pay24,pay25,pay26,pay27,pay28,pay29,pay210,pay211,pay212,pay213,pay214,treatv1,treatv2,largo1,largo2,Q179 - Topics
06/11/2018 07:36,06/11/2018 08:43,Dirección IP,163.247.79.121,100,3995,Verdadero,06/11/2018 08:43,R_3R7A88Rjwf62txQ,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",F,1958,nivel3,Educación media completa o universitaria incompleta,No,No,,0,81-90,Sigue vivo,No,No,Convertir los fondos en una mezcla entre Retiros Programados y Rentas Vitalicias,,"Ni bueno, ni malo","Ni bueno, ni malo","Ni bueno, ni malo",no se,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",No lo conozco,No lo conozco,No lo conozco,"Ni bien, ni mal",No lo conozco,No lo conozco,"Ni bien, ni mal","Ni bien, ni mal",No lo conozco,"Ni bien, ni mal",No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,"26,228","153,565","156,124",46,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión","17,308","70,036","73,056",13,"16,374","111,762","114,266",5,"46,135","79,541","82,402",2,"52,667","54,162","58,385",2,"38,041","38,764","42,264",3,0,0,"27,748",0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name4} (Retiro Programado 2),,1,4,3,2,b,Opción 1,"21,676","165,085","166,967",12,Opción 1,"64,735",72,74.76,4,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Hoy,,,,,,,,,,,,,,,,,Dentro de 12 meses,,,,,,,,Hoy,,,,Hoy,,Hoy,Peor que al promedio,Totalmente de acuerdo,No sabe/no contesta,Entre 20 y 30 años,10000,50% probabilidades de ganar  $2.160 and 50% probabilidades de ganar  $0,,Averso al riesgo  0,5,9,Completamente preparado para tomar riesgos 10,1,3,3,50000,50,4,,3995,2,3,1,4,2,,,4173245,,,,7600,0,1400,1200,control,treat4,0,0,,60,Susana,Julieta,Claudia,Elena,Paulina,María,ella,Ella,marido,marido,cansada,delicada,contenta,beneficiario,0,1400,1500,1200,900,500,100,50,0,0,0,0,0,0,0,0,1200,1200,1500,1400,1200,1200,0,0,0,0,0,0,0,0,0,control,treat4,,,
06/11/2018 07:39,06/11/2018 08:43,Dirección IP,163.247.79.121,100,3814,Verdadero,06/11/2018 08:43,R_2PkhNuokQLxgaoE,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",M,1960,nivel3,Educación media completa o universitaria incompleta,No,Sí,1958,0,Sigue viva,71-80,No,No,Convertir los fondos en una mezcla entre Retiros Programados y Rentas Vitalicias,,"Ni bueno, ni malo",Malo,Malo,No se,"Ni bien, ni mal",No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,"75,215","367,654","369,602",59,Verdadero,Falso,"Su expectativa de vida,Su nivel de deuda actual","25,691","133,338","133,932",17,"20,877","21,541","100,084",4,0,0,"58,131",0,0,0,"64,156",0,0,0,"9,724",0,0,0,"19,278",0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name1} (Renta Vitalicia),,2,1,3,4,a,Opción 1,"103,451","123,499","127,944",7,Opción 1,"18,497","48,057","52,526",9,De acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,Totalmenteen desacuerdo,"Ni de acuerdo, ni en desacuerdo",Hoy,,,,,,,,,,,,,,,,,Hoy,Hoy,,,,Hoy,Hoy,,,,,,,,,Mejor que el promedio,De acuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,6,1,5,5,5,1,1,3,50000,50,4,,3814,1,3,2,1,1,,,2170111,,,,8620,720,1500,1400,treat2,treat4,0,0,,58,David,Pedro,Andrés,Marcos,Juan,Ricardo,el,El,esposa,Esposa,cansado,delicado,contento,beneficiaria,0,1500,1400,1200,900,500,50,100,0,0,0,0,0,0,0,0,1400,1400,1500,1400,1400,1400,0,0,0,0,0,0,0,0,0,treat2,treat4,,,
06/11/2018 06:25,06/11/2018 08:43,Dirección IP,163.247.79.121,100,8295,Verdadero,06/11/2018 08:43,R_3RrqXNo3mSg3YdC,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",F,1961,nivel4,Universitaria completa,No,No,,0,Sigue viva,Sigue vivo,No,No,Convertir los fondos en una Renta Vitalicia,,Bueno,"Ni bueno, ni malo",Malo,"RVI corresponde a un pago mensual fijo, el  afiliado pierde la propiedad d e los recursos, los cuales pasan a una compañía de seguros que asume riesgo de longevidad y mercado.   RP corresponde a una cuota mensual decreciente en el tiempo, lo cual se explica por retorno de los fondos y expectativas de vida, el afiliado mantiene propiedad de los recursos.         ",Lo conozco bien,No lo conozco,No lo conozco,No lo conozco,"Ni bien, ni mal","Ni bien, ni mal",No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,0.889,"456,405","458,418",79,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Su nivel de deuda actual,Si desea contratar Períodos Garantizados","4,662","120,795","122,875",38,"3,199",45.99,"65,642",8,"1,515","3,786","35,258",4,"3,038","3,982","34,499",4,0.725,"4,744","33,265",4,"3,805","5,324","37,597",5,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name2} (Renta Temporal con Renta Vitalicia Diferida de 2 años),,4,2,1,3,a,Opción 1,"16,397","108,775","117,416",9,Opción 1,"8,377","64,621","67,935",9,En desacuerdo,Totalmenteen desacuerdo,"Ni de acuerdo, ni en desacuerdo",Totalmentede acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,,Mejor que el promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Entre 20 y 30 años,10000,50% probabilidades de ganar $1.440 and 50% probabilidades de ganar  $360,7,4,7,4,8,7,6,4,50000,50,4,,8295,2,4,3,2,1,,,6934348,,,,9340,1440,1500,1400,treat1,treat3,0,0,,57,Susana,Julieta,Claudia,Elena,Paulina,María,ella,Ella,marido,marido,cansada,delicada,contenta,beneficiario,0,1500,1400,1200,900,500,500,50,0,0,0,0,0,0,0,0,1500,1400,1200,900,500,100,50,50,0,0,0,0,0,0,0,treat1,treat3,,,
06/11/2018 07:31,06/11/2018 08:46,Dirección IP,163.247.79.155,100,4533,Verdadero,06/11/2018 08:46,R_3indk69h6pJ2Fd2,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",F,1959,nivel4,Universitaria completa,No,No,,0,71-80,71-80,No,No,Convertir los fondos en una mezcla entre Retiros Programados y Rentas Vitalicias,,Muy bueno,Muy bueno,Muy bueno,"La Renta Vitalicia es un monto fijo en UF para toda la vida. El Retiro Programado es un monto que se calcula anualmente en UF, y se divide por 12 para obtener la pension mensual, por lo cual es variable ya que depende de la rentabilidad de lo Fondos, ",Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",20.8,"714,016","715,306",94,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Su nivel de deuda actual,Si desea contratar Períodos Garantizados","10,116","39,921","40,931",17,"15,005","71,198","89,357",2,0,0,"61,492",0,"7,453","22,688","64,429",5,0,0,80.2,0,"26,158",26.17,"39,767",2,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name3} (Retiro Programado 1),,1,3,2,4,b,Opción 6,"56,392",66.53,"70,607",4,Opción 1,"23,151","30,526","31,277",7,Totalmentede acuerdo,En desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,En desacuerdo,En desacuerdo,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,Dentro de 12 meses,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,,,,,Mucho mejor que el promedio,De acuerdo,Más de $125.000.000,Entre 20 y 30 años,"10,000",50% probabilidades de ganar  $1.080 and 50% probabilidades de ganar $540,,Averso al riesgo  0,7,Averso al riesgo  0,7,Averso al riesgo  0,5,4,50000,50,4,,4533,2,4,1,3,2,,,7910426,,,,7380,1080,100,1200,treat1,treat2,0,0,,59,Susana,Julieta,Claudia,Elena,Paulina,María,ella,Ella,marido,marido,cansada,delicada,contenta,beneficiario,0,1500,1400,900,1200,500,100,50,0,0,0,0,0,0,0,0,1200,1200,1500,1400,1200,1200,0,0,0,0,0,0,0,0,0,treat1,treat2,,,
06/11/2018 07:31,06/11/2018 08:47,Dirección IP,163.247.79.155,100,4544,Verdadero,06/11/2018 08:47,R_11dee2sAmPArnkI,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",M,1963,nivel3,Educación media completa o universitaria incompleta,No,Sí,1963,0,71-80,61-70,No,Sí,Convertir los fondos en una mezcla entre Retiros Programados y Rentas Vitalicias,,"Ni bueno, ni malo","Ni bueno, ni malo","Ni bueno, ni malo",No se,"Ni bien, ni mal",No lo conozco,No lo conozco,No lo conozco,"Ni bien, ni mal",No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,"Ni bien, ni mal","Ni bien, ni mal",No lo conozco,No lo conozco,No lo conozco,No lo conozco,"Ni bien, ni mal","25,109","395,362","397,381",88,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia)","17,334","100,626","102,588",16,"51,021","51,021","76,772",1,0,0,40.95,0,0,0,"55,992",0,"36,334","36,342","37,165",2,"61,041","61,061","71,166",2,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name3} (Retiro Programado 1),,1,4,3,2,b,Opción 1,"49,503","127,452","129,793",5,Opción 1,"9,258","15,003","16,947",5,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,De acuerdo,Entre $120.000.000 y $125.000.000,Entre 20 y 30 años,10000,100% probabilidades de ganar $720,5,Averso al riesgo  0,5,Averso al riesgo  0,4,Averso al riesgo  0,Averso al riesgo  0,3,50000,50,4,,4544,1,3,1,4,2,,,1023613,,,,8420,720,1500,1200,treat2,treat4,0,0,,55,David,Pedro,Andrés,Marcos,Juan,Ricardo,el,El,esposa,Esposa,cansado,delicado,contento,beneficiaria,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,1200,1200,1500,1400,1200,1200,0,0,0,0,0,0,0,0,0,treat2,treat4,,,
06/11/2018 10:13,06/11/2018 10:13,Dirección IP,158.170.47.100,100,16,Verdadero,06/11/2018 10:13,R_2DY6gpeabgBfpDE,,,,,"-334,333,038,330,078,000","-7,061,669,921,875",anonymous,ES-ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50000,50,4,,16,,,,,,,,9566883,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2018 07:48,06/11/2018 11:09,Dirección IP,186.78.222.87,100,12081,Verdadero,06/11/2018 11:09,R_1gSAZ7tgHN1BTZ0,,,,,"-35,966,705,322,265,600","-7,234,999,847,412,100,000",anonymous,ES-ES,,,,,"Sí, he leído y entendido las reglas",F,1959,nivel3,Universitaria completa,No,No,,0,Sigue viva,71-80,No,No,Convertir los fondos en un Retiro Programado,,Muy bueno,Muy bueno,Muy bueno,"Renta Vitalicia Inmediata monto de pensión fijo en UF que se comienza a pagar al mes siguiente de la firma de la poliza y el retiro programado pago mensual en UF que se recalcula una vez al año. Renta Vitalicia no constituye herencia, retiro porgramado sí.",Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","4,053","240,752","242,608",65,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Su nivel de deuda actual,Si desea contratar Períodos Garantizados","7,148","37,835","40,054",25,"1,939",438.12,"441,168",11,0,0,50.25,0,"24,844","25,501","27,305",4,"100,602",101.72,"104,117",5,16.15,"16,477","18,314",2,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name4} (Retiro Programado 2),,1,4,3,2,a,Opción 4,"3,031","297,974","299,959",22,Opción 3,"38,183","39,793","42,128",2,"Ni de acuerdo, ni en desacuerdo",Totalmenteen desacuerdo,Totalmenteen desacuerdo,De acuerdo,En desacuerdo,"Ni de acuerdo, ni en desacuerdo",Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Dentro de 12 meses,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,Ni de acuerdo ni en desacuerdo,Más de $125.000.000,Menos de 20 años,"10,000",50% probabilidades de ganar $1.440 and 50% probabilidades de ganar  $360,5,1,4,4,7,8,8,3,50000,50,4,,12081,2,3,1,4,1,,,2932453,,,,8740,1440,900,1400,treat2,treat3,1,0,,59,Susana,Julieta,Claudia,Elena,Paulina,María,ella,Ella,marido,marido,cansada,delicada,contenta,beneficiario,0,1400,1500,1200,900,500,100,50,0,0,0,0,0,0,0,0,1400,1400,1500,1400,1400,1400,0,0,0,0,0,0,0,0,0,treat2,treat3,,,
15/11/2018 06:11,15/11/2018 06:55,Dirección IP,163.247.79.155,100,2663,Verdadero,15/11/2018 06:55,R_W9imXBGmdiYmHaV,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,0,0,"1,116",0,"Sí, he leído y entendido las reglas",F,1962,nivel4,Universitaria completa,No,Sí,1962,1,Sigue viva,Sigue vivo,No,No,Convertir los fondos en una Renta Vitalicia,,"Ni bueno, ni malo",Bueno,Bueno,Renta inmediata se paga mensualmente durante toda la vida desde que se suscribe. Retiro se paga mensualmente y cada ano se recalcula los pagos hasta que se acabe el fondo,Lo conozco bien,"Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Lo conozco bien,"Ni bien, ni mal",Lo conozco bien,No lo conozco,"Ni bien, ni mal","Ni bien, ni mal",No lo conozco,No lo conozco,Lo conozco bien,"Ni bien, ni mal","Ni bien, ni mal",Lo conozco bien,Lo conozco bien,"Ni bien, ni mal",Lo conozco bien,Lo conozco bien,Lo conozco bien,"6,344","342,514","343,231",66,Verdadero,Falso,"Su expectativa de vida,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Su nivel de deuda actual","10,664","55,455","56,179",22,"5,761","60,003","60,815",2,1.62,1.62,"29,133",1,0,0,30.34,0,"16,801","18,183","19,545",2,0,0,"26,565",0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name1} (Renta Vitalicia),,4,1,2,3,a,Opción 1,"8,925","167,156","168,856",19,Opción 1,"4,987","25,949","27,697",11,"Ni de acuerdo, ni en desacuerdo",En desacuerdo,"Ni de acuerdo, ni en desacuerdo",Totalmentede acuerdo,"Ni de acuerdo, ni en desacuerdo",Totalmentede acuerdo,Dentro de 12 meses,,Hoy,,,,,,,,Dentro de 12 meses,Hoy,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,Mucho mejor que el promedio,En desacuerdo,Más de $125.000.000,Nunca se terminaría de pagar el crédito,10000,50% probabilidades de ganar $1.440 and 50% probabilidades de ganar  $360,6,1,6,2,3,4,4,4,50000,50,4,,2663,2,4,2,3,1,,,7567641,,,,8260,360,1500,1400,treat2,treat4,2,0,,56,Susana,Julieta,Claudia,Elena,Paulina,María,ella,Ella,marido,marido,cansada,delicada,contenta,beneficiario,0,1500,1400,1200,900,500,100,0,50,0,0,0,0,0,0,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,treat2,treat4,12,12,
15/11/2018 06:11,15/11/2018 06:58,Dirección IP,163.247.79.155,100,2787,Verdadero,15/11/2018 06:58,R_1KqAw4KvBbeVzIn,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,0,0,"1,011",0,"Sí, he leído y entendido las reglas",F,1960,nivel3,Universitaria completa,No,Sí,1957,0,Sigue viva,50 o menos,No,Sí,Convertir los fondos en una Renta Vitalicia,,Malo,"Ni bueno, ni malo",Muy malo,no lo tengo claro.,Lo conozco bien,"Ni bien, ni mal",No lo conozco,No lo conozco,Lo conozco bien,Lo conozco bien,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,No lo conozco,Lo conozco bien,No lo conozco,No lo conozco,No lo conozco,No lo conozco,"11,053","193,339","195,023",55,Verdadero,Falso,"Su expectativa de vida,Si desea contratar Períodos Garantizados","13,408","80,501","82,494",14,"9,926","9,926","74,302",1,"60,868","60,868",61.63,1,0,0,"40,198",0,"36,337","36,337","37,405",1,24.4,24.4,24.46,1,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name1} (Renta Vitalicia),,3,1,2,4,b,Opción 2,"75,237","113,071","113,941",9,Opción 1,"18,496","75,696","77,308",5,En desacuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Totalmentede acuerdo,En desacuerdo,De acuerdo,Dentro de 12 meses,,Dentro de 12 meses,Hoy,,,,Hoy,Hoy,,,,,,,,,,,,,,,,,,,,,,,,Más o menos igual al promedio,De acuerdo,No sabe/no contesta,Entre 20 y 30 años,"10,000",50% probabilidades de ganar  $1.080 and 50% probabilidades de ganar $540,5,Averso al riesgo  0,2,2,5,3,Completamente preparado para tomar riesgos 10,3,50000,50,4,,2787,2,3,2,3,2,,,8821855,,,,8440,540,1500,1400,treat2,treat4,0,0,,58,Susana,Julieta,Claudia,Elena,Paulina,María,ella,Ella,marido,marido,cansada,delicada,contenta,beneficiario,0,1400,1500,1200,900,500,100,50,0,0,0,0,0,0,0,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,treat2,treat4,12,12,
15/11/2018 06:11,15/11/2018 06:58,Dirección IP,163.247.79.155,100,2873,Verdadero,15/11/2018 06:58,R_vraTQZKgDPuKyJz,,,,,"-334,499,969,482,421,000","-706,667,022,705,078,000",anonymous,ES-ES,0,0,"1,019",0,"Sí, he leído y entendido las reglas",M,1962,nivel4,Universitaria completa,No,No,,0,Sigue viva,51-60,No,No,Convertir los fondos en una mezcla entre Retiros Programados y Rentas Vitalicias,,Bueno,Muy bueno,Muy bueno,"En la modalidad de Renta Vitalicia Inmediata, los fondos se transfieren a una Compañía de Seguros para que pague una pensión fija en UF de por vida. A mi muerte, genera pensión de sobrevivencia a los beneficiarios que establece la Ley. En la modalidad de Retiro Programado, mantengo la propiedad de los fondos, y es la AFP la que paga la pensión, la cual va disminuyendo con el tiempo ya que se recalcula anualmente. Si muero, se genera pensión de sobreviencia para los beneficiarios que la Ley establece. A falta de beneficiarios, los fondos que quedan constituyen herencia.","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal","Ni bien, ni mal",Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,Lo conozco bien,"1,808","216,901",217.93,75,Verdadero,Falso,"Su expectativa de vida,Si desea dejar herencia a personas que no son beneficiarios de su pensión,Si va a tener acceso a otras potenciales fuentes de ingreso (ej. trabajo ocasional remunerado, arriendos de inmuebles, recibir herencia),Su nivel de deuda actual,Si desea contratar Períodos Garantizados",10.87,"45,173","46,633",24,"2,264","51,872","62,589",2,"2,373","2,373","34,396",1,"1,933","1,933",51.17,1,"1,428","11,158","34,426",8,0,0,"43,848",0,He pensado detenida y honestamente sobre mi plan de pensión,${e://Field/name4} (Retiro Programado 2),,1,4,3,2,a,Opción 1,7.84,"80,674","81,375",9,Opción 1,"30,347","40,114","41,117",9,"Ni de acuerdo, ni en desacuerdo",Totalmenteen desacuerdo,Totalmenteen desacuerdo,De acuerdo,Totalmenteen desacuerdo,Totalmenteen desacuerdo,Dentro de 12 meses,,Dentro de 12 meses,Dentro de 12 meses,Hoy,,Dentro de 12 meses,,,,,,,,,,,,,,,,,,,,,,,,,,Mucho mejor que el promedio,En desacuerdo,Menos de  $120.000.000,Nunca se terminaría de pagar el crédito,5000,50% probabilidades de ganar  $1.080 and 50% probabilidades de ganar $540,3,Averso al riesgo  0,3,2,5,7,6,4,50000,50,4,,2873,1,4,1,4,1,,,2800268,,,,8980,1080,1500,1400,treat1,treat2,0,0,,56,David,Pedro,Andrés,Marcos,Juan,Ricardo,el,El,esposa,Esposa,cansado,delicado,contento,beneficiaria,0,1500,1400,1200,900,500,100,50,0,0,0,0,0,0,0,0,1500,1400,1200,1200,1200,1200,0,0,0,0,0,0,0,0,0,treat1,treat2,9,6,
